region,hid,pid,age,sclfsato,nhood_mistrust,urban,female,hhtenure,hiqual3,worry_crime,cons,denom
5,1420,1502,78,4,2.75,1,1,1,3,0,1,1
5,1420,1503,77,6,3,1,0,1,2,0,1,1
5,1421,1504,50,6,2.5,1,0,1,2,0,1,1
5,1422,1505,40,,1.25,1,1,3,3,0,1,1
5,1423,1506,56,5,2.5,1,0,2,3,0,1,1
5,1424,1507,85,6,2,1,0,1,3,0,1,1
5,1425,1508,18,4,3.75,1,0,1,2,0,1,1
5,1426,1509,47,5,2,1,1,1,2,1,1,1
5,1427,1510,36,5,2,1,1,1,1,1,1,1
5,1428,1511,41,6,2.25,1,0,1,1,0,1,1
5,1429,1512,34,6,3,1,0,3,1,1,1,1
5,1430,1513,28,6,3.5,1,0,3,1,1,1,1
5,1431,1514,64,6,2,1,0,1,2,0,1,1
5,1432,1515,65,6,2.25,1,0,1,2,0,1,1
5,1433,1516,70,5,2.5,1,0,1,2,0,1,1
5,1434,1517,64,6,1.75,1,0,1,2,0,1,1
5,1435,1518,25,5,2.75,1,1,2,2,0,1,1
5,1436,1519,55,,2.5,1,1,1,,0,1,1
5,1437,1520,35,6,2.75,1,0,1,2,1,1,1
5,1438,1521,64,6,2.25,1,1,2,3,0,1,1
5,1439,1522,62,,3.5,1,1,1,3,,1,1
5,1440,1523,52,6,2,1,1,2,2,0,1,1
5,1441,1524,38,,3.25,1,1,2,3,0,1,1
5,1442,1525,21,,2.5,1,1,3,2,0,1,1
5,1443,1526,32,6,2.25,1,1,1,1,0,1,1
5,1443,1527,36,6,1.25,1,0,1,1,1,1,1
5,1444,1528,21,3,3,1,0,3,2,0,1,1
5,1445,1529,55,6,2.5,1,1,2,1,0,1,1
5,1446,1530,55,3,2.75,1,0,2,2,0,1,1
5,1447,1531,19,4,2,1,0,1,1,0,1,1
5,1448,1532,47,6,2.25,1,1,1,2,0,1,1
5,1449,1533,73,5,3.75,0,1,1,2,1,1,1
5,1450,1534,53,3,2,1,0,1,1,1,1,1
5,1451,1535,73,,2.75,0,0,1,1,1,1,1
5,1451,1536,76,6,2,0,1,1,2,1,1,1
5,1452,1537,81,7,1,1,1,1,3,0,1,1
5,1453,1538,25,2,2.75,1,1,1,1,1,1,1
5,1454,1539,44,,2.5,1,0,1,3,1,1,1
5,1455,1540,48,6,1.5,0,1,3,2,1,1,1
5,1456,1541,86,7,1.5,1,0,1,2,1,1,1
5,1456,1542,86,7,2,1,1,1,2,0,1,1
5,1457,1543,67,6,2,1,1,1,3,1,1,1
5,1458,1544,46,3,2.25,1,0,1,1,0,1,1
5,1459,1545,38,6,1.5,1,1,1,2,1,1,1
5,1460,1546,40,5,2.25,1,1,1,1,0,1,1
5,1461,1547,83,5,2,1,1,1,2,1,1,1
5,1462,1548,47,5,2,0,0,1,2,0,1,1
5,1463,1549,78,6,2.25,0,0,1,2,0,1,1
5,1464,1550,29,,2.25,1,0,3,2,0,1,1
5,1465,1551,57,5,2,1,1,1,1,1,1,1
5,1466,1552,59,2,1.75,1,0,1,2,1,1,1
5,1467,1553,29,6,2.5,1,1,2,2,1,1,1
5,1468,1554,49,5,3.25,1,0,1,1,1,1,1
5,1469,1555,46,3,3,1,0,2,2,1,1,1
5,1470,1556,33,6,2.5,1,1,1,1,1,1,1
5,1471,1557,62,3,2.25,1,0,1,1,0,1,1
5,1472,1558,26,3,2.5,1,0,1,1,0,1,1
5,1473,1559,54,6,2,0,0,1,1,0,1,1
5,1474,1560,92,,2,0,0,1,2,0,1,1
5,1475,1561,64,6,2,1,1,1,1,0,1,1
5,1476,1562,18,5,3.25,1,0,2,2,0,1,1
5,1477,1563,31,4,3,1,1,2,2,0,1,1
5,1478,1564,21,7,1.25,1,0,1,2,,1,1
5,1479,1565,80,7,1.75,1,1,1,3,0,1,1
5,1480,1566,47,5,2.25,1,1,1,3,0,1,1
5,1481,1567,56,2,2.5,1,1,1,3,1,1,1
5,1482,1568,46,5,3.75,1,1,1,2,1,1,1
5,1483,1569,44,5,1.75,1,1,1,2,0,1,1
5,1484,1570,70,5,2,1,0,1,2,0,1,1
5,1485,1571,34,,2,1,0,2,2,0,1,1
5,1486,1572,18,2,2,1,1,1,2,1,1,1
5,1487,1573,60,4,2,1,0,1,1,0,1,1
5,1488,1574,28,6,3,1,0,3,2,0,1,1
5,1489,1575,63,6,2.25,1,0,1,1,0,1,1
5,1490,1576,42,6,1.25,1,1,1,1,0,1,1
5,1491,1577,47,6,2,0,0,1,2,1,1,1
5,1492,1578,45,5,2.75,1,0,1,2,1,1,1
5,1493,1579,74,6,2.25,1,1,1,2,0,1,1
5,1494,1580,45,,4.5,1,0,1,3,1,1,1
5,1495,1581,31,,2,1,0,,1,1,1,1
5,1496,1582,29,1,3,1,0,2,3,1,1,1
5,1497,1583,70,,2,1,1,1,3,0,1,1
5,1498,1584,64,6,2.5,1,0,1,3,0,1,1
5,1499,1585,27,2,5,1,0,1,2,0,1,1
5,1500,1586,59,3,2.75,0,0,1,1,1,1,1
5,1501,1587,26,1,3.75,1,0,2,1,1,1,1
5,1502,1588,75,,1.5,1,0,1,3,1,1,1
5,1503,1589,34,3,2,1,0,1,3,0,1,1
5,1504,1590,60,6,3,1,1,1,1,0,1,1
5,1505,1591,49,2,3,1,0,1,2,0,1,1
5,1506,1592,42,6,3.5,1,1,1,2,1,1,1
5,1507,1593,56,3,2.25,1,1,1,2,0,1,1
5,1508,1594,31,7,1.5,1,1,1,1,0,1,1
5,1509,1595,41,2,2,1,0,1,1,1,1,1
5,1510,1596,34,5,2.25,1,0,2,1,1,1,1
5,1511,1597,79,6,1.25,0,1,1,3,0,1,1
5,1512,1598,51,5,2.25,1,1,1,2,0,1,1
5,1513,1599,45,3,3,0,1,2,2,0,1,1
5,1514,1600,59,6,2,0,1,1,2,0,1,1
5,1515,1601,61,6,2.25,1,1,1,2,0,1,1
5,1516,1602,53,5,2.5,1,1,1,1,1,1,1
5,1517,1603,73,,2.5,1,1,1,3,0,1,1
5,1518,1604,54,,2,1,0,1,3,1,1,1
5,1519,1605,55,4,3,1,1,1,1,0,1,1
5,1520,1606,54,,2.5,0,1,1,2,0,1,1
5,1521,1607,18,5,2,0,1,1,2,0,1,1
5,1522,1608,17,,5,1,0,2,,1,1,1
5,1523,1609,27,6,2.333333,1,1,1,2,1,1,1
5,1524,1610,48,3,2.75,1,0,3,2,1,1,1
5,1525,1611,78,7,2.5,1,1,1,1,1,1,1
5,1526,1612,73,6,2.5,1,0,1,3,1,1,1
5,1527,1613,68,2,2.75,0,1,1,2,0,1,1
5,1528,1614,53,6,1.25,0,0,1,3,0,1,1
5,1529,1615,32,,3,1,0,1,2,1,1,1
5,1530,1616,73,7,2.75,1,0,1,2,1,1,1
5,1531,1617,49,1,3,1,1,2,2,0,1,1
5,1531,1618,16,3,3,1,0,2,2,1,1,1
5,1532,1619,43,4,2,1,1,1,2,0,1,1
5,1533,1620,16,5,2.25,1,0,1,3,1,1,1
5,1534,1621,48,6,4,1,1,1,2,1,1,1
5,1535,1622,38,5,2.5,1,1,2,2,0,1,1
5,1536,1623,37,3,2.5,1,1,1,3,1,1,1
5,1537,1624,56,2,1,1,0,1,2,1,1,1
5,1538,1625,40,5,2.5,1,0,1,2,1,1,1
5,1539,1626,65,4,3.25,0,1,1,3,0,1,1
5,1540,1627,54,6,2.25,1,0,1,2,1,1,1
5,1541,1628,24,5,2,1,1,3,2,0,1,1
5,1542,1629,81,6,1.666667,1,0,1,3,0,1,1
5,1543,1630,17,2,3.25,1,1,1,2,1,1,1
5,1544,1631,67,6,1.75,1,0,1,1,0,1,1
5,1545,1632,83,3,1.75,1,1,1,3,1,1,1
5,1546,1633,47,,3.666667,1,0,1,2,1,1,1
5,1547,1634,52,3,2.75,1,0,1,3,0,1,1
5,1548,1635,66,6,3.75,1,1,2,2,1,1,1
5,1549,1636,65,,2,1,0,2,3,0,1,1
5,1550,1637,71,,2,0,0,1,2,0,1,1
5,1551,1638,71,7,1.5,0,1,1,3,0,1,1
5,1552,1639,60,5,2.5,1,1,1,2,0,1,1
5,1553,1640,17,4,3.75,1,0,1,2,0,1,1
5,1554,1641,82,,2.75,1,0,1,3,1,1,1
5,1554,1642,80,,2,1,1,1,3,1,1,1
5,1555,1643,81,3,2.25,1,0,1,2,0,1,1
5,1556,1644,63,7,2.25,1,0,1,1,0,1,1
5,1557,1645,45,,2,1,0,1,1,0,1,1
5,1558,1646,63,7,2,1,0,1,1,0,1,1
5,1559,1647,44,,3,1,1,1,3,0,1,1
5,1560,1648,38,,1.75,1,0,3,2,1,1,1
5,1561,1649,27,,2.75,1,1,1,3,1,1,1
5,1562,1650,23,3,3.5,1,0,2,2,1,1,1
5,1563,1651,47,3,3.75,1,1,3,3,1,1,1
5,1564,1652,34,6,1.5,1,0,3,2,0,1,1
5,1565,1653,74,,2,0,1,1,2,1,1,1
5,1566,1654,51,3,3.25,1,1,2,1,0,1,1
5,1566,1655,20,7,3.5,1,0,2,2,0,1,1
5,1567,1656,61,5,3.25,1,0,2,3,0,1,1
5,1567,1657,24,5,2.5,1,1,2,1,1,1,1
5,1568,1658,64,4,3.25,1,1,2,3,0,1,1
5,1569,1659,53,6,1.75,1,0,1,2,1,1,1
5,1570,1660,35,6,2,1,1,1,1,0,1,1
5,1571,1661,39,6,1.25,1,1,1,2,1,1,1
5,1572,1662,35,6,1.25,1,0,1,2,0,1,1
5,1573,1663,43,7,2.5,1,0,3,1,1,1,1
5,1574,1664,20,2,2,1,0,2,2,0,1,1
5,1574,1665,22,4,2,1,0,2,2,0,1,1
5,1574,1666,17,1,2.5,1,1,2,2,0,1,1
5,1575,1667,44,4,3.25,1,1,1,1,0,1,1
5,1576,1668,50,6,2.25,1,1,2,3,0,1,1
5,1577,1669,75,6,1.25,1,1,1,3,0,1,1
5,1578,1670,63,1,2.25,1,0,1,3,1,1,1
5,1579,1671,71,6,2.5,1,1,1,2,0,1,1
5,1580,1672,31,6,2,0,1,1,1,1,1,1
5,1581,1673,88,6,2.75,0,0,1,2,0,1,1
5,1582,1674,45,3,2.75,1,0,2,2,1,1,1
5,1583,1675,35,5,3,1,0,2,2,1,1,1
5,1584,1676,43,3,2,1,1,2,1,1,1,1
5,1585,1677,48,6,1.75,0,0,1,2,1,1,1
5,1586,1678,86,6,2,0,1,3,3,0,1,1
5,1587,1679,40,5,1.75,0,1,1,2,1,1,1
5,1588,1680,71,4,2.25,1,1,1,3,0,1,1
5,1589,1681,36,3,2.5,1,0,1,2,0,1,1
5,1590,1682,48,3,2.5,1,0,1,1,1,1,1
5,1591,1683,29,6,2.75,1,0,1,1,1,1,1
5,1592,1684,60,2,2.5,1,1,1,3,0,1,1
5,1593,1685,32,6,2.25,1,0,1,2,0,1,1
5,1594,1686,88,6,2,1,1,1,2,0,1,1
5,1595,1687,47,6,1.75,1,0,1,1,1,1,1
5,1595,1688,42,6,2.25,1,1,1,2,1,1,1
5,1596,1689,39,6,2.75,1,0,1,1,0,1,1
5,1597,1690,70,5,2,1,1,1,2,1,1,1
5,1598,1691,21,6,2.75,1,0,2,1,0,1,1
5,1599,1692,52,6,2,1,1,2,3,0,1,1
5,1600,1693,52,2,1.25,1,1,2,3,0,1,1
6,1601,1694,61,6,2.25,0,0,1,2,0,1,1
6,1602,1695,58,3,1,0,1,3,2,0,1,1
6,1603,1696,48,5,2.75,1,0,1,2,0,1,1
6,1604,1697,61,6,2,1,1,1,1,0,1,1
6,1605,1698,44,6,3.5,1,1,1,1,1,1,1
6,1606,1699,25,7,4.5,1,1,1,1,1,1,1
6,1607,1700,31,6,2.5,1,0,2,2,0,1,1
6,1608,1701,41,3,2,0,0,2,2,1,1,1
6,1609,1702,44,,2.75,0,1,1,2,1,1,1
6,1610,1703,60,6,1.5,0,1,1,2,0,1,1
6,1611,1704,65,6,3.25,1,0,1,2,0,1,1
6,1612,1705,22,6,3,1,1,1,2,0,1,1
6,1613,1706,40,6,2.75,1,1,3,2,1,1,1
6,1614,1707,47,5,3,0,1,1,1,1,1,1
6,1615,1708,52,5,2.5,1,0,1,1,1,1,1
6,1616,1709,55,5,2.75,1,0,1,2,1,1,1
6,1617,1710,24,6,3,1,1,3,1,0,1,1
6,1618,1711,73,6,2.5,0,1,1,3,1,1,1
6,1619,1712,44,6,2.25,0,0,1,2,0,1,1
6,1620,1713,37,5,3,1,1,1,2,0,1,1
6,1621,1714,85,5,1.75,0,1,1,2,0,1,1
6,1622,1715,31,3,3.25,0,0,2,2,0,1,1
6,1623,1716,39,7,3,0,0,3,,0,1,1
6,1624,1717,39,6,5,1,0,2,1,1,1,1
6,1625,1718,56,5,2,0,1,1,3,0,1,1
6,1626,1719,38,6,2,1,1,1,1,0,1,1
6,1627,1720,58,7,1.75,1,1,1,1,0,1,1
6,1628,1721,87,,2.5,0,0,3,3,1,1,1
6,1629,1722,53,5,2.25,0,0,1,1,0,1,1
6,1630,1723,42,5,3,1,0,1,1,1,1,1
6,1631,1724,67,7,2.25,1,1,1,3,0,1,1
6,1632,1725,55,6,2.5,1,0,1,2,0,1,1
6,1633,1726,41,6,2.75,1,1,2,2,0,1,1
6,1633,1727,50,6,2,1,0,2,2,0,1,1
6,1634,1728,34,7,2.25,0,1,1,2,0,1,1
6,1635,1729,38,6,1.5,1,1,3,2,0,1,1
6,1636,1730,17,6,3,0,1,2,,1,1,1
6,1637,1731,75,7,2.75,1,1,1,2,0,1,1
6,1638,1732,50,2,2.5,0,1,1,2,1,1,1
6,1639,1733,36,5,2.25,0,1,1,1,1,1,1
6,1640,1734,73,6,2,0,0,1,2,1,1,1
6,1641,1735,72,7,2,0,0,1,3,0,1,1
6,1642,1736,58,6,3.25,1,1,1,1,0,1,1
6,1643,1737,59,6,2.5,1,0,1,2,0,1,1
6,1644,1738,48,5,2,0,0,1,1,1,1,1
6,1645,1739,29,6,2.25,0,0,1,2,0,1,1
6,1646,1740,58,6,2.25,0,0,1,1,1,1,1
6,1647,1741,43,4,2,0,1,1,2,1,1,1
6,1648,1742,64,6,1.5,1,0,1,1,0,1,1
6,1649,1743,35,6,1.5,1,1,1,1,0,1,1
6,1650,1744,57,2,2.5,1,1,1,1,1,1,1
6,1651,1745,19,6,2.25,0,1,1,2,0,1,1
6,1652,1746,64,4,2,0,1,1,2,1,1,1
6,1653,1747,58,7,2,0,1,1,3,0,1,1
6,1654,1748,72,6,1.25,1,1,1,3,1,1,1
6,1655,1749,33,6,1,1,1,1,1,0,1,1
6,1656,1750,73,6,2.75,1,1,1,3,1,1,1
6,1657,1751,40,2,2,0,1,1,1,0,1,1
6,1658,1752,89,5,2.25,1,1,1,3,0,1,1
6,1659,1753,32,6,2,0,1,1,2,1,1,1
6,1660,1754,49,6,1.75,0,1,1,2,0,1,1
6,1661,1755,71,6,1,0,1,2,1,0,1,1
6,1662,1756,45,7,2.25,1,1,1,1,0,1,1
6,1663,1757,27,6,3,0,1,2,3,0,1,1
6,1664,1758,56,6,2.5,0,1,1,2,1,1,1
6,1665,1759,39,6,2,1,1,1,2,1,1,1
6,1666,1760,23,6,2,1,1,1,2,1,1,1
6,1667,1761,37,6,2.25,0,1,1,1,1,1,1
6,1668,1762,50,6,1.5,0,0,1,1,0,1,1
6,1669,1763,52,5,2.5,1,1,2,1,1,1,1
6,1670,1764,46,3,3,1,1,1,2,1,1,1
6,1671,1765,28,2,2.5,1,1,1,1,1,1,1
6,1672,1766,27,6,2.75,1,0,3,1,1,1,1
6,1673,1767,69,6,1.25,0,0,1,1,0,1,1
6,1674,1768,72,7,2,0,0,1,2,0,1,1
6,1675,1769,26,6,2,1,0,3,2,0,1,1
6,1676,1770,50,,2,0,1,1,2,0,1,1
6,1677,1771,65,5,2,1,1,1,1,1,1,1
6,1678,1772,50,6,2,0,1,3,2,1,1,1
6,1679,1773,45,6,2.25,1,1,1,2,0,1,1
6,1680,1774,44,6,2,0,1,1,2,0,1,1
6,1681,1775,48,6,2.5,0,1,1,2,0,1,1
6,1682,1776,35,6,2,0,1,1,2,0,1,1
6,1683,1777,43,4,2.5,1,1,3,2,1,1,1
6,1684,1778,63,6,2,0,0,1,3,1,1,1
6,1685,1779,58,6,2.5,1,0,1,2,1,1,1
6,1686,1780,31,4,4,1,1,2,1,1,1,1
6,1687,1781,52,6,2.25,1,1,1,2,1,1,1
6,1688,1782,59,6,3,1,1,3,1,0,1,1
6,1689,1783,38,4,2.5,1,0,2,2,0,1,1
6,1690,1784,59,6,2.25,0,1,1,2,0,1,1
6,1691,1785,33,5,1.25,0,1,1,2,0,1,1
6,1692,1786,37,6,2,0,0,1,2,0,1,1
6,1693,1787,29,7,2.5,1,0,3,1,0,1,1
6,1694,1788,53,4,1.5,0,1,1,1,1,1,1
6,1695,1789,64,6,2,0,0,1,2,0,1,1
6,1696,1790,27,6,2,1,1,3,2,1,1,1
6,1697,1791,34,6,2.5,0,1,1,2,0,1,1
6,1697,1792,40,6,3.5,0,0,1,2,0,1,1
6,1698,1793,46,,3,0,1,1,3,0,1,1
6,1699,1794,87,,1.25,1,1,1,3,0,1,1
6,1700,1795,38,6,3.25,1,0,3,1,1,1,1
6,1701,1796,59,6,1.25,1,1,1,1,0,1,1
6,1702,1797,48,5,1.75,1,0,1,2,0,1,1
6,1703,1798,62,6,1,0,1,1,1,0,1,1
6,1704,1799,60,2,3.75,1,1,1,3,1,1,1
6,1705,1800,31,5,3.25,1,0,3,1,0,1,1
6,1706,1801,63,6,2,1,1,1,2,0,1,1
6,1707,1802,34,6,2,1,1,1,2,0,1,1
6,1708,1803,32,6,2,1,1,1,2,1,1,1
6,1709,1804,35,3,2.5,1,0,3,1,1,1,1
6,1710,1805,36,6,1.5,1,0,1,2,1,1,1
6,1711,1806,49,6,2.25,1,0,1,2,1,1,1
6,1712,1807,49,6,2.75,0,1,1,2,1,1,1
6,1713,1808,73,6,1.75,0,0,1,2,0,1,1
6,1714,1809,63,1,2,0,1,1,2,0,1,1
6,1715,1810,36,5,3,1,0,3,2,1,1,1
6,1716,1811,45,5,2.75,1,1,3,2,1,1,1
6,1717,1812,27,7,1,1,1,2,3,1,1,1
6,1718,1813,42,5,2.5,1,1,1,1,0,1,1
6,1719,1814,43,4,3.75,1,0,2,3,0,1,1
6,1720,1815,41,6,4,1,0,1,1,1,1,1
6,1721,1816,71,5,2,1,0,1,1,0,1,1
6,1721,1817,55,6,2.5,1,1,1,2,0,1,1
6,1722,1818,41,5,2,1,0,1,2,1,1,1
6,1723,1819,52,4,3,1,1,1,3,1,1,1
6,1724,1820,17,6,2.25,0,1,1,2,0,1,1
6,1725,1821,64,6,2,1,0,1,2,1,1,1
6,1726,1822,37,,2,1,0,1,2,0,1,1
6,1727,1823,25,6,2.25,1,1,3,1,1,1,1
6,1728,1824,23,4,2.75,1,1,1,2,0,1,1
6,1728,1825,31,,2,1,1,1,3,1,1,1
6,1729,1826,36,3,4,1,1,2,1,1,1,1
6,1730,1827,59,6,3.25,1,1,3,2,1,1,1
6,1731,1828,70,2,2.5,0,0,2,2,1,1,1
6,1732,1829,64,4,2.75,0,1,1,2,0,1,1
6,1733,1830,33,3,3.75,1,1,3,2,0,1,1
6,1734,1831,70,4,2.25,1,1,1,2,1,1,1
6,1735,1832,77,5,2.75,1,0,1,2,1,1,1
6,1736,1833,69,3,2,0,1,1,2,0,1,1
6,1737,1834,58,5,2,1,1,2,1,0,1,1
6,1738,1835,79,6,2.25,1,0,2,2,0,1,1
6,1739,1836,49,,2,1,0,2,2,0,1,1
6,1739,1837,17,,2,1,0,2,2,1,1,1
6,1740,1838,41,,2.75,1,1,2,3,1,1,1
6,1741,1839,74,7,2.5,0,1,1,3,0,1,1
6,1742,1840,81,,2,0,1,1,2,0,1,1
6,1743,1841,43,6,2.25,1,1,1,2,1,1,1
6,1744,1842,41,,2,0,1,1,,0,1,1
6,1745,1843,40,6,2.75,1,0,1,2,0,1,1
6,1746,1844,30,4,2.25,1,0,1,2,0,1,1
6,1746,1845,55,6,3,1,1,1,2,0,1,1
6,1747,1846,71,,2,1,0,1,2,1,1,1
6,1748,1847,83,,2.75,1,1,1,3,1,1,1
6,1749,1848,81,5,1.5,0,0,1,2,0,1,1
6,1750,1849,40,6,2,0,0,1,2,1,1,1
6,1751,1850,42,6,2,1,1,1,2,1,1,1
6,1752,1851,42,,2.75,1,1,1,2,,1,1
6,1753,1852,70,5,2.25,1,1,2,3,1,1,1
6,1754,1853,37,2,2,0,0,1,2,0,1,1
6,1755,1854,73,5,2.5,1,1,2,2,0,1,1
6,1756,1855,48,5,2,1,1,1,1,1,1,1
6,1756,1856,20,6,2.75,1,0,1,2,1,1,1
6,1757,1857,56,6,3.75,1,1,1,2,0,1,1
6,1758,1858,18,2,3,1,1,2,2,1,1,1
6,1759,1859,49,4,3.5,1,1,2,1,0,1,1
6,1760,1860,70,7,1.75,1,0,1,1,1,1,1
6,1761,1861,38,6,3,0,0,1,1,1,1,1
6,1762,1862,47,5,2.5,1,0,1,2,1,1,1
6,1763,1863,35,6,2.25,1,0,1,2,1,1,1
6,1764,1864,44,3,1.25,0,1,1,2,1,1,1
6,1765,1865,75,,1.333333,1,1,1,3,0,1,1
6,1766,1866,49,6,2.25,1,1,3,2,0,1,1
6,1767,1867,55,2,2.25,1,0,1,1,1,1,1
6,1768,1868,71,6,2.5,1,1,1,2,1,1,1
6,1769,1869,82,6,2.5,1,0,2,1,0,1,1
6,1770,1870,31,6,2,0,1,1,1,0,1,1
6,1771,1871,30,7,2,0,0,3,2,1,1,1
6,1772,1872,58,6,2,1,1,3,3,1,1,1
6,1773,1873,50,5,1.25,0,1,1,2,1,1,1
6,1774,1874,23,5,3.5,1,0,2,2,1,1,1
6,1775,1875,48,,3.5,1,0,1,2,1,1,1
6,1776,1876,36,6,2,1,1,3,1,0,1,1
6,1777,1877,74,6,1.5,1,0,1,1,0,1,1
6,1778,1878,31,2,2.5,0,0,2,2,0,1,1
6,1779,1879,35,6,3,1,1,1,1,0,1,1
6,1780,1880,34,6,3.75,1,1,3,2,1,1,1
6,1781,1881,84,,2.5,1,1,1,3,0,1,1
6,1782,1882,35,7,2.5,1,1,3,1,0,1,1
6,1783,1883,56,2,3,1,0,1,2,1,1,1
6,1784,1884,50,5,3,1,0,1,1,0,1,1
6,1785,1885,28,7,3,0,1,2,2,0,1,1
6,1786,1886,20,5,3.25,1,1,2,2,0,1,1
6,1787,1887,72,4,2.5,0,0,1,2,0,1,1
6,1788,1888,25,6,1.75,0,1,2,2,0,1,1
6,1789,1889,30,2,2.25,0,1,2,3,0,1,1
6,1790,1890,27,,3,1,1,2,2,0,1,1
6,1791,1891,69,6,1,0,0,1,1,1,1,1
6,1792,1892,42,7,2.25,1,1,2,3,0,1,1
6,1793,1893,44,4,3,0,0,2,1,1,1,1
6,1794,1894,73,4,3.25,0,1,1,3,0,1,1
6,1795,1895,77,6,2,1,1,1,1,1,1,1
6,1796,1896,50,6,2.25,1,0,2,2,0,1,1
6,1797,1897,49,6,2.5,1,0,1,1,0,1,1
6,1798,1898,28,5,2.75,1,0,2,1,1,1,1
6,1799,1899,86,2,2,1,1,1,3,0,1,1
6,1800,1900,66,7,1,0,1,1,2,1,1,1
6,1801,1901,56,3,3.25,1,0,3,1,1,1,1
6,1802,1902,32,6,2.25,0,1,3,2,1,1,1
6,1803,1903,80,6,2,1,1,2,3,1,1,1
6,1804,1904,72,,2.25,1,1,2,3,1,1,1
6,1805,1905,24,4,1.75,0,0,1,2,0,1,1
6,1806,1906,45,4,2.5,0,1,1,2,1,1,1
6,1807,1907,31,6,3.5,1,0,2,2,0,1,1
6,1808,1908,33,2,2.25,1,1,1,1,1,1,1
6,1809,1909,63,4,2,0,1,1,2,0,1,1
6,1810,1910,58,3,3.5,1,1,3,1,1,1,1
6,1811,1911,38,3,2,0,1,1,1,0,1,1
6,1812,1912,33,6,1,1,0,1,1,0,1,1
6,1813,1913,73,7,1.75,1,1,1,2,0,1,1
6,1814,1914,61,6,2,0,1,1,1,1,1,1
6,1815,1915,32,7,2.25,1,1,3,1,1,1,1
6,1816,1916,59,6,3.5,1,0,1,2,0,1,1
6,1817,1917,62,6,2,1,1,1,3,1,1,1
6,1818,1918,65,6,1.75,0,1,1,1,1,1,1
6,1819,1919,50,3,2.25,1,1,,1,0,1,1
6,1820,1920,57,4,2.75,1,1,1,2,0,1,1
6,1821,1921,70,6,2.5,1,0,1,3,0,1,1
6,1822,1922,42,6,2.5,1,0,1,1,0,1,1
6,1823,1923,46,6,2,1,1,1,1,0,1,1
6,1823,1924,44,3,2.5,1,0,1,1,0,1,1
6,1824,1925,37,7,3.25,1,1,1,1,1,1,1
6,1825,1926,58,7,1,1,0,1,1,1,1,1
6,1826,1927,53,6,3,1,0,1,2,1,1,1
6,1827,1928,35,4,2.25,1,1,3,2,1,1,1
6,1828,1929,20,6,2,1,1,1,2,1,1,1
6,1829,1930,71,6,2.5,1,1,1,2,1,1,1
6,1830,1931,76,7,1.75,1,0,2,3,0,1,1
6,1831,1932,29,6,3,1,1,3,1,1,1,1
6,1832,1933,62,5,2.25,1,0,1,2,1,1,1
6,1833,1934,62,7,2,1,1,1,3,0,1,1
6,1834,1935,52,7,2.5,1,1,1,2,1,1,1
6,1835,1936,34,,2,0,1,3,2,0,1,1
6,1836,1937,44,5,1.75,1,1,1,2,0,1,1
6,1837,1938,61,4,2.5,0,0,1,3,0,1,1
6,1838,1939,66,7,2.25,0,1,1,1,0,1,1
6,1839,1940,58,6,1.25,1,1,1,1,0,1,1
6,1840,1941,57,6,3.333333,1,1,1,1,0,1,1
6,1841,1942,36,4,3,1,0,1,2,0,1,1
6,1841,1943,24,7,2,1,1,1,1,1,1,1
6,1841,1944,17,6,2.75,1,1,1,2,0,1,1
6,1842,1945,50,3,3.75,0,1,1,1,1,1,1
6,1843,1946,34,4,2,0,0,1,2,1,1,1
6,1844,1947,49,5,3,0,0,2,1,0,1,1
6,1844,1948,16,6,3.75,0,0,2,2,1,1,1
6,1845,1949,73,5,2.75,1,0,1,2,1,1,1
6,1846,1950,48,,3.5,1,0,1,2,1,1,1
6,1847,1951,63,,1.75,0,0,1,1,0,1,1
6,1848,1952,87,6,2.25,0,0,1,1,1,1,1
6,1849,1953,42,,3.25,1,1,1,2,1,1,1
6,1850,1954,48,5,3.25,1,0,2,2,1,1,1
6,1851,1955,69,7,1.25,0,1,1,1,1,1,1
6,1851,1956,71,7,1.75,0,0,1,1,1,1,1
6,1852,1957,63,6,1.75,0,1,1,2,0,1,1
6,1853,1958,30,7,2,1,1,1,1,1,1,1
6,1854,1959,27,,4,1,1,2,2,1,1,1
6,1855,1960,76,6,1.25,0,0,1,1,0,1,1
6,1856,1961,43,5,4.25,1,1,1,2,1,1,1
6,1857,1962,24,6,3,1,1,2,3,0,1,1
6,1858,1963,50,2,2.25,1,0,1,1,0,1,1
6,1859,1964,84,6,1.75,1,0,3,1,1,1,1
6,1860,1965,18,6,3.25,1,0,1,2,1,1,1
6,1861,1966,75,5,2.75,0,1,1,2,0,1,1
6,1862,1967,63,4,1.25,0,0,1,1,0,1,1
6,1863,1968,54,5,2.75,0,1,1,1,0,1,1
6,1864,1969,44,6,2,1,1,1,1,1,1,1
6,1865,1970,75,6,2.5,1,1,1,2,0,1,1
6,1866,1971,57,7,2.25,0,0,1,1,0,1,1
6,1867,1972,64,7,2.25,1,1,1,2,0,1,1
6,1868,1973,50,5,2.25,1,1,2,2,0,1,1
6,1869,1974,53,6,3.75,1,0,1,2,1,1,1
6,1870,1975,72,6,2,0,1,1,2,0,1,1
6,1871,1976,62,7,2,1,1,1,2,1,1,1
6,1872,1977,25,4,4.75,1,1,2,2,1,1,1
6,1873,1978,36,7,1.75,0,1,1,2,0,1,1
6,1874,1979,31,7,2.25,0,1,1,2,1,1,1
